,network,image,original_label,original_predicted_label,predicted_label,target,method,IM1,IM2,correctness,l1,l2,linf,implausibility,morans_i_original,morans_i_explanation,morans_i_original_minus_explanation,optim_time,correctness_ratio,weak_correctness,morans_i_difference,timeout
67,cifar_captum_cnn_output,7.0,6,2,5.0,5.0,PIECE,1.252834867906487,0.0013835245469699096,1,555.3818,12.571059,0.88352567,1061.1006,0.8678469061851501,0.8572851419448853,0.4547101855278015,6.041347503662109,0.6666666666666666,1,0.010561764240264893,0.0
68,cifar_captum_cnn_output,7.0,6,2,6.0,6.0,PIECE,1.5816678384465848,0.0015455907079831748,1,489.5146,10.966239,0.8847101,903.4262,0.8678469061851501,0.878650426864624,0.45799869298934937,1.2605628967285156,0.6666666666666666,1,0.010803520679473877,0.0
69,cifar_captum_cnn_output,7.0,6,2,7.0,7.0,PIECE,0.8757659708066355,0.001169101130930201,1,648.3385,14.659526,0.95643365,1069.094,0.8678469061851501,0.8898075819015503,0.5951457619667053,5.105403661727905,0.6666666666666666,1,0.021960675716400146,1.0
70,cifar_captum_cnn_output,7.0,6,2,8.0,8.0,PIECE,1.1696778778046897,0.0016713418294875483,1,514.4404,11.504335,0.9366097,1485.6163,0.8678469061851501,0.8727700114250183,0.5184012055397034,1.3148765563964844,0.6666666666666666,1,0.004923105239868164,1.0
71,cifar_captum_cnn_output,7.0,6,2,2.0,9.0,PIECE,1.0,0.0017725091991565255,0,642.1116,14.251073,0.9899334,1681.7744,0.8678469061851501,0.8825514316558838,0.5664498805999756,35.75636053085327,0.6666666666666666,1,0.014704525470733643,1.0
72,cifar_captum_cnn_output,8.0,3,5,0.0,0.0,PIECE,1.4058669248226736,0.002134259507092555,1,611.35913,13.888268,0.909527,1138.9193,0.8307881355285645,0.815701961517334,0.46242961287498474,15.427493572235107,0.3333333333333333,1,0.015086174011230469,0.0
73,cifar_captum_cnn_output,8.0,3,5,5.0,1.0,PIECE,1.0,0.001319763582760476,0,773.1732,18.538378,1.2254689,1564.0573,0.8307881355285645,0.8272638916969299,0.6263089776039124,35.721176862716675,0.3333333333333333,1,0.0035242438316345215,1.0
74,cifar_captum_cnn_output,8.0,3,5,2.0,2.0,PIECE,1.063615420270404,0.0011290945778644136,1,575.3459,13.149207,0.9588319,1230.5295,0.8307881355285645,0.8323066234588623,0.44197505712509155,4.66598105430603,0.3333333333333333,1,0.0015184879302978516,0.0
75,cifar_captum_cnn_output,8.0,3,5,5.0,3.0,PIECE,1.0,0.001092183555120501,0,631.905,14.67523,1.131795,1578.535,0.8307881355285645,0.8171467185020447,0.4598783552646637,35.60765981674194,0.3333333333333333,1,0.013641417026519775,1.0
76,cifar_captum_cnn_output,8.0,3,5,5.0,4.0,PIECE,1.0,0.0008285228060159073,0,606.26404,13.716054,0.8689083,1164.9362,0.8307881355285645,0.8297074437141418,0.49547865986824036,35.70141935348511,0.3333333333333333,1,0.0010806918144226074,0.0
77,cifar_captum_cnn_output,8.0,3,5,5.0,6.0,PIECE,1.0,0.0009380105511595195,0,580.4802,13.363188,1.0242109,1509.0696,0.8307881355285645,0.8342756032943726,0.438071608543396,35.77344870567322,0.3333333333333333,1,0.0034874677658081055,0.0
78,cifar_captum_cnn_output,8.0,3,5,7.0,7.0,PIECE,0.8363656815672039,0.0011232791866572019,1,602.16595,13.692984,0.9495214,1354.7242,0.8307881355285645,0.8185573816299438,0.44220948219299316,1.814023733139038,0.3333333333333333,1,0.012230753898620605,0.0
79,cifar_captum_cnn_output,8.0,3,5,5.0,8.0,PIECE,1.0,0.0011265953886177523,0,674.5664,15.433387,0.98397404,1085.4565,0.8307881355285645,0.8289729952812195,0.5209029912948608,35.69403982162476,0.3333333333333333,1,0.0018151402473449707,0.0
80,cifar_captum_cnn_output,8.0,3,5,7.0,9.0,PIECE,0.7371194107628881,0.001046694920996376,0,774.31885,17.819466,1.1162833,1485.5222,0.8307881355285645,0.8453413844108582,0.5841755867004395,35.62842774391174,0.3333333333333333,1,0.014553248882293701,1.0
81,cifar_captum_cnn_output,9.0,1,1,1.0,0.0,PIECE,1.0,0.0022284968050129256,0,1060.3718,24.059624,1.6539947,1201.1818,0.8661774396896362,0.8403292894363403,0.5293973684310913,35.935819149017334,0.1111111111111111,1,0.0258481502532959,0.0
82,cifar_captum_cnn_output,9.0,1,1,1.0,2.0,PIECE,1.0,0.0023519784965423387,0,1173.7726,26.013407,1.4923518,1070.4019,0.8661774396896362,0.8153781890869141,0.5487780570983887,35.62131905555725,0.1111111111111111,1,0.05079925060272217,0.0
83,cifar_captum_cnn_output,9.0,1,1,1.0,3.0,PIECE,1.0,0.0023137107258801395,0,1153.8252,25.765736,1.3150327,1384.3013,0.8661774396896362,0.8096358776092529,0.5299692749977112,35.69357395172119,0.1111111111111111,1,0.0565415620803833,1.0
84,cifar_captum_cnn_output,9.0,1,1,1.0,4.0,PIECE,1.0,0.0018386454821445895,0,1028.5741,23.414927,1.5498073,1224.8079,0.8661774396896362,0.8614286780357361,0.5305125713348389,35.850342988967896,0.1111111111111111,1,0.0047487616539001465,1.0
85,cifar_captum_cnn_output,9.0,1,1,1.0,5.0,PIECE,1.0,0.0019687120723133503,0,1138.0681,25.370054,1.4915807,1359.8058,0.8661774396896362,0.8287639617919922,0.5155422687530518,35.751322984695435,0.1111111111111111,1,0.03741347789764404,0.0
86,cifar_captum_cnn_output,9.0,1,1,1.0,6.0,PIECE,1.0,0.0023668273084260336,0,1118.79,25.090208,1.5302193,1089.4967,0.8661774396896362,0.8270691633224487,0.5477088689804077,35.64291024208069,0.1111111111111111,1,0.0391082763671875,1.0
87,cifar_captum_cnn_output,9.0,1,1,1.0,7.0,PIECE,1.0,0.0024901122421834812,0,1195.561,26.500368,1.4322934,1221.4202,0.8661774396896362,0.7948501110076904,0.5409110188484192,35.64115285873413,0.1111111111111111,1,0.0713273286819458,0.0
88,cifar_captum_cnn_output,9.0,1,1,1.0,8.0,PIECE,1.0,0.0023985336610409546,0,1059.5015,24.1364,1.492688,1053.0573,0.8661774396896362,0.8177348375320435,0.5183996558189392,35.77710032463074,0.1111111111111111,1,0.04844260215759277,1.0
89,cifar_captum_cnn_output,9.0,1,1,9.0,9.0,PIECE,0.9254109586603282,0.001647770219539686,1,1038.7858,23.233797,1.4738774,1103.0314,0.8661774396896362,0.8456847667694092,0.4705904424190521,4.633349657058716,0.1111111111111111,1,0.02049267292022705,1.0
90,cifar_captum_cnn_output,10.0,0,4,0.0,0.0,PIECE,1.1298466739291266,0.002076190577444202,1,663.1995,15.235526,0.9694654,1031.3903,0.8076513409614563,0.8192402124404907,0.4702187478542328,0.1797716617584228,0.6666666666666666,1,0.011588871479034424,1.0
91,cifar_captum_cnn_output,10.0,0,4,1.0,1.0,PIECE,0.9972216998764546,0.0018799596461564969,1,733.5298,16.742895,1.0474362,1133.9371,0.8076513409614563,0.8105510473251343,0.5052239298820496,1.5637092590332031,0.6666666666666666,1,0.0028997063636779785,0.0
92,cifar_captum_cnn_output,10.0,0,4,4.0,2.0,PIECE,1.0,0.001691747610622697,0,729.28723,16.328632,1.0872946,907.858,0.8076513409614563,0.7935143113136292,0.48871779441833496,35.70491433143616,0.6666666666666666,1,0.014137029647827148,1.0
93,cifar_captum_cnn_output,10.0,0,4,4.0,3.0,PIECE,1.0,0.0020509282583532256,0,807.90295,18.262236,1.0208936,1125.5332,0.8076513409614563,0.8230733275413513,0.5324227213859558,35.715585708618164,0.6666666666666666,1,0.01542198657989502,1.0
94,cifar_captum_cnn_output,10.0,0,4,5.0,5.0,PIECE,1.229290026343981,0.0019503934953490564,1,730.1461,16.33454,0.95680296,1032.4958,0.8076513409614563,0.8657591342926025,0.48818695545196533,5.5818867683410645,0.6666666666666666,1,0.05810779333114624,1.0
95,cifar_captum_cnn_output,10.0,0,4,4.0,6.0,PIECE,1.0,0.0021701025716414804,0,727.0626,16.757078,1.0341928,1059.1472,0.8076513409614563,0.8065780997276306,0.478435754776001,35.711583375930786,0.6666666666666666,1,0.0010732412338256836,1.0
96,cifar_captum_cnn_output,10.0,0,4,7.0,7.0,PIECE,0.9452038347370123,0.0015974001882983013,1,661.0342,15.241994,0.9656801,1076.0367,0.8076513409614563,0.819117546081543,0.47867557406425476,0.5040562152862549,0.6666666666666666,1,0.01146620512008667,1.0
97,cifar_captum_cnn_output,10.0,0,4,8.0,8.0,PIECE,0.9157484802773924,0.0017785817488919623,1,660.6856,15.205426,0.9600421,951.6052,0.8076513409614563,0.8197398781776428,0.46245935559272766,5.470803499221802,0.6666666666666666,1,0.012088537216186523,1.0
98,cifar_captum_cnn_output,10.0,0,4,9.0,9.0,PIECE,0.8765565242130797,0.001236989326213092,1,695.1726,16.021467,1.0353312,1165.2529,0.8076513409614563,0.8157528042793274,0.501376748085022,1.07220196723938,0.6666666666666666,1,0.008101463317871094,0.0
99,cifar_captum_cnn_output,11.0,9,9,9.0,0.0,PIECE,1.0,0.000802399302207956,0,925.71686,20.93085,1.1241014,1037.8807,0.807671844959259,0.8935041427612305,0.47824230790138245,35.65059757232666,0.2222222222222222,1,0.08583229780197144,0.0
100,cifar_captum_cnn_output,11.0,9,9,1.0,1.0,PIECE,1.1480791820425535,0.0018176333065134896,1,876.4197,19.937315,1.1213713,1203.3425,0.807671844959259,0.8291520476341248,0.4103870689868927,10.701338529586792,0.2222222222222222,1,0.021480202674865723,0.0
